State ,Location,Shell Length,Shell Width,Aperture Length,Weight,Condition,Infection status,Combo,Individual,Trial,Baseline,Water,Refuge
NC,AB,18.4,13.45,6.1,1.55,none,1,2,109,2,17,6,9
NC,AB,18.02,12.56,5.55,1.27,none,0,1,110,1,0.01,0.1,8
NC,AB,18.02,12.56,5.55,1.27,none,0,1,110,2,0.01,0.1,9
NC,AB,18.02,12.56,5.55,1.27,none,0,1,110,3,0.01,0.1,9
NC,AB,17.43,12.58,5.43,1.37,none,0,1,111,1,0.01,0.1,0.1
NC,AB,17.43,12.58,5.43,1.37,none,0,1,111,3,0.01,0.1,8
NC,AB,17.43,12.58,5.43,1.37,none,0,1,111,2,0.01,0.1,9
NC,AB,16.38,12.51,5.77,1.67,none,1,2,112,1,0.01,0.1,9
NC,AB,16.38,12.51,5.77,1.67,none,1,2,112,3,0.01,0.1,9
NC,AB,16.38,12.51,5.77,1.67,none,1,2,112,2,26,9,0.1
NC,AB,20.52,14.77,6.94,2.01,none,0,1,113,2,0.01,0.1,9
NC,AB,20.52,14.77,6.94,2.01,none,0,1,113,3,0.01,0.1,9
NC,AB,20.52,14.77,6.94,2.01,none,0,1,113,1,6,6,0.1
NC,AB,22.03,13.97,6.12,2.39,none,0,1,114,1,0.01,0.1,0.1
NC,AB,22.03,13.97,6.12,2.39,none,0,1,114,2,0.01,0.1,0.1
NC,AB,22.03,13.97,6.12,2.39,none,0,1,114,3,0.01,0.1,9
NC,AB,20.24,12.76,6.62,1.63,none,0,1,115,3,0.01,0.1,0.1
NC,AB,20.24,12.76,6.62,1.63,none,0,1,115,1,0.01,0.1,9
NC,AB,20.24,12.76,6.62,1.63,none,0,1,115,2,0.01,0.1,9
NC,AB,18.65,13.01,6.34,1.66,none,0,1,116,3,0.01,0.1,0.1
NC,AB,18.65,13.01,6.34,1.66,none,0,1,116,2,0.01,0.1,2
NC,AB,18.65,13.01,6.34,1.66,none,0,1,116,1,0.01,0.1,9
NC,AB,18.73,13.06,6.11,1.52,none,0,1,117,3,0.01,0.1,0.1
NC,AB,18.73,13.06,6.11,1.52,none,0,1,117,1,0.01,0.1,9
NC,AB,18.73,13.06,6.11,1.52,none,0,1,117,2,0.01,0.1,9
NC,AB,19.23,13.25,5.62,1.47,none,1,2,118,1,0.01,0.1,0.1
NC,AB,19.23,13.25,5.62,1.47,none,1,2,118,2,0.01,0.1,0.1
NC,AB,19.23,13.25,5.62,1.47,none,1,2,118,3,15,6,0.1
NC,AB,18.99,13.54,5.68,1.72,none,0,0,119,2,0.01,0.1,0.1
NC,AB,18.99,13.54,5.68,1.72,none,0,0,119,3,0.01,0.1,0.1
NC,AB,18.99,13.54,5.68,1.72,none,0,0,119,1,0.01,0.1,2
NC,AB,18.41,12.99,6.37,1.23,none,0,0,120,2,0.01,0.1,0.1
NC,AB,18.41,12.99,6.37,1.23,none,0,0,120,3,0.01,0.1,0.1
NC,AB,18.41,12.99,6.37,1.23,none,0,0,120,1,0.01,0.1,9
NC,AB,19.73,13.66,6.13,1.69,none,0,0,121,3,0.01,0.1,0.1
NC,AB,19.73,13.66,6.13,1.69,none,0,0,121,1,0.01,0.1,9
NC,AB,19.73,13.66,6.13,1.69,none,0,0,121,2,0.01,0.1,9
NC,AB,18.85,13.63,5.55,1.29,none,0,0,122,1,0.01,0.1,0.1
NC,AB,18.85,13.63,5.55,1.29,none,0,0,122,2,0.01,0.1,0.1
NC,AB,18.85,13.63,5.55,1.29,none,0,0,122,3,0.01,0.1,0.1
NC,AB,18.07,13.04,5.87,1.49,none,0,0,123,1,0.01,0.1,0.1
NC,AB,18.07,13.04,5.87,1.49,none,0,0,123,2,0.01,0.1,0.1
NC,AB,18.07,13.04,5.87,1.49,none,0,0,123,3,0.01,0.1,9
NC,AB,20.76,13.56,6.65,1.95,none,0,0,124,1,0.01,0.1,9
NC,AB,20.76,13.56,6.65,1.95,none,0,0,124,2,0.01,0.1,9
NC,AB,20.76,13.56,6.65,1.95,none,0,0,124,3,0.01,0.1,9
NC,AB,19.27,13.93,6.27,1.84,none,0,0,125,3,0.01,0.1,0.1
NC,AB,19.27,13.93,6.27,1.84,none,0,0,125,1,0.01,0.1,9
NC,AB,19.27,13.93,6.27,1.84,none,0,0,125,2,0.01,0.1,9
NC,AB,19.38,13.68,5.86,1.87,none,0,0,126,3,0.01,0.1,9
NC,AB,19.38,13.68,5.86,1.87,none,0,0,126,2,6,8,9
NC,AB,19.38,13.68,5.86,1.87,none,0,0,126,1,13,4,0.1
NC,AB,20.27,14.07,7.22,1.95,none,0,0,127,1,0.01,0.1,9
NC,AB,20.27,14.07,7.22,1.95,none,0,0,127,2,0.01,0.1,9
NC,AB,20.27,14.07,7.22,1.95,none,0,0,127,3,0.01,0.1,9
NC,AB,19.56,13.83,5.88,1.88,none,0,0,128,1,0.01,0.1,9
NC,AB,19.56,13.83,5.88,1.88,none,0,0,128,3,0.01,0.1,9
NC,AB,19.56,13.83,5.88,1.88,none,0,0,128,2,7,6,9
NC,AB,18.9,13.43,5.89,1.75,none,0,1,129,3,0.01,0.1,2
NC,AB,18.9,13.43,5.89,1.75,none,0,1,129,2,0.01,0.1,9
NC,AB,18.9,13.43,5.89,1.75,none,0,1,129,1,10,8,9
NC,AB,18.94,12.65,5.81,1.62,none,0,1,130,2,6,4,9
NC,AB,18.94,12.65,5.81,1.62,none,0,1,130,1,12,4,0.1
NC,AB,18.94,12.65,5.81,1.62,none,0,1,130,3,28,9,9
NC,AB,19.62,13.79,5.78,1.58,none,0,1,131,1,0.01,0.1,9
NC,AB,19.62,13.79,5.78,1.58,none,0,1,131,2,0.01,0.1,9
NC,AB,19.62,13.79,5.78,1.58,none,0,1,131,3,0.01,0.1,9
NC,AB,19.72,13.52,5.86,1.85,none,0,1,132,2,0.01,0.1,9
NC,AB,19.72,13.52,5.86,1.85,none,0,1,132,3,0.01,0.1,9
NC,AB,19.72,13.52,5.86,1.85,none,0,1,132,1,6,9,4
NC,AB,19,14.33,6.1,1.72,none,1,2,133,1,0.01,0.1,9
NC,AB,19,14.33,6.1,1.72,none,1,2,133,2,0.01,0.1,9
NC,AB,19,14.33,6.1,1.72,none,1,2,133,3,0.01,0.1,9
NC,AB,19.05,13.55,5.24,1.66,none,0,0,134,2,0.01,0.1,0.1
NC,AB,19.05,13.55,5.24,1.66,none,0,0,134,3,0.01,0.1,0.1
NC,AB,19.05,13.55,5.24,1.66,none,0,0,134,1,0.01,0.1,9
NC,AB,18.32,13.43,5.56,1.59,none,0,0,135,1,0.01,0.1,0.1
NC,AB,18.32,13.43,5.56,1.59,none,0,0,135,2,8,4,0.1
NC,AB,18.32,13.43,5.56,1.59,none,0,0,135,3,10,8,0.1
NC,AB,18.99,13.08,6.38,1.41,none,0,0,136,2,12,9,0.1
NC,AB,18.99,13.08,6.38,1.41,none,0,0,136,3,17,8,0.1
NC,AB,18.99,13.08,6.38,1.41,none,0,0,136,1,18,8,9
NC,AB,18.11,11.84,5.11,1.29,none,0,0,137,3,0.01,0.1,0.1
NC,AB,18.11,11.84,5.11,1.29,none,0,0,137,2,0.01,0.1,9
NC,AB,18.11,11.84,5.11,1.29,none,0,0,137,1,7,2,2
NC,AB,18.77,12.71,5.72,1.54,none,0,0,138,1,0.01,0.1,0.1
NC,AB,18.77,12.71,5.72,1.54,none,0,0,138,3,0.01,0.1,0.1
NC,AB,18.77,12.71,5.72,1.54,none,0,0,138,2,0.01,0.1,9
NC,AB,18.05,13.85,5.86,1.38,none,0,0,139,1,0.01,0.1,9
NC,AB,18.05,13.85,5.86,1.38,none,0,0,139,2,0.01,0.1,9
NC,AB,18.05,13.85,5.86,1.38,none,0,0,139,3,0.01,0.1,9
NC,AB,17.57,12.55,5.67,1.41,none,0,0,140,1,0.01,0.1,9
NC,AB,17.57,12.55,5.67,1.41,none,0,0,140,2,0.01,0.1,9
NC,AB,17.57,12.55,5.67,1.41,none,0,0,140,3,0.01,0.1,9
NC,AB,18.68,13.16,5.66,1.56,none,0,0,141,2,0.01,0.1,0.1
NC,AB,18.68,13.16,5.66,1.56,none,0,0,141,1,0.01,0.1,9
NC,AB,18.68,13.16,5.66,1.56,none,0,0,141,3,0.01,0.1,9
NC,AB,19.69,14.09,6.6,1.93,none,0,0,142,1,0.01,0.1,0.1
NC,AB,19.69,14.09,6.6,1.93,none,0,0,142,2,0.01,0.1,0.1
NC,AB,19.69,14.09,6.6,1.93,none,0,0,142,3,0.01,0.1,9
NC,AB,19.75,13.79,6.04,1.87,none,0,0,143,1,0.01,0.1,0.1
NC,AB,19.75,13.79,6.04,1.87,none,0,0,143,2,0.01,0.1,0.1
NC,AB,19.75,13.79,6.04,1.87,none,0,0,143,3,14,8,0.1
NC,AB,18.23,13.03,6.03,1.59,none,0,0,144,2,0.01,0.1,0.1
NC,AB,18.23,13.03,6.03,1.59,none,0,0,144,1,0.01,0.1,9
NC,AB,18.23,13.03,6.03,1.59,none,0,0,144,3,0.01,0.1,9
NC,AB,18.85,13.41,6.28,1.63,none,0,0,145,2,0.01,0.1,2
NC,AB,18.85,13.41,6.28,1.63,none,0,0,145,3,0.01,0.1,9
NC,AB,18.85,13.41,6.28,1.63,none,0,0,145,1,28,9,0.1
NC,AB,19.21,14.15,6.29,1.73,none,0,0,146,2,0.01,0.1,0.1
NC,AB,19.21,14.15,6.29,1.73,none,0,0,146,1,0.01,0.1,9
NC,AB,19.21,14.15,6.29,1.73,none,0,0,146,3,0.01,0.1,9
NC,AB,19.48,13.7,6.1,1.78,none,0,0,147,2,0.01,0.1,0.1
NC,AB,19.48,13.7,6.1,1.78,none,0,0,147,1,0.01,0.1,9
NC,AB,19.48,13.7,6.1,1.78,none,0,0,147,3,0.01,0.1,9
NC,AB,18.55,13.27,5.31,1.61,none,0,0,148,2,0.01,0.1,0.1
NC,AB,18.55,13.27,5.31,1.61,none,0,0,148,3,0.01,0.1,9
NC,AB,18.55,13.27,5.31,1.61,none,0,0,148,1,18,8,9
NC,AB,19.52,13.36,6.01,1.8,none,0,0,149,2,0.01,0.1,2
NC,AB,19.52,13.36,6.01,1.8,none,0,0,149,3,0.01,0.1,9
NC,AB,19.52,13.36,6.01,1.8,none,0,0,149,1,3,2,2
NC,AB,18.2,12.7,6.19,1.33,none,0,0,150,1,3,8,0.1
NC,AB,18.2,12.7,6.19,1.33,none,0,0,150,2,3,4,9
NC,AB,18.2,12.7,6.19,1.33,none,0,0,150,3,15,9,6
NC,AB,18.78,14.01,6.59,1.81,none,0,0,151,3,0.01,0.1,0.1
NC,AB,18.78,14.01,6.59,1.81,none,0,0,151,2,0.01,0.1,6
NC,AB,18.78,14.01,6.59,1.81,none,0,0,151,1,0.01,0.1,9
NC,AB,19.79,13.6,6,1.69,none,0,0,152,1,0.01,0.1,9
NC,AB,19.79,13.6,6,1.69,none,0,0,152,2,0.01,0.1,9
NC,AB,19.79,13.6,6,1.69,none,0,0,152,3,6,6,0.1
NC,AB,18.35,12.38,5.08,1.36,none,0,0,153,2,0.01,0.1,9
NC,AB,18.35,12.38,5.08,1.36,none,0,0,153,3,27,9,9
NC,AB,18.35,12.38,5.08,1.36,none,0,0,153,1,28,9,0.1
NC,AB,17.95,12.88,6.03,1.41,none,0,0,154,2,0.01,0.1,0.1
NC,AB,17.95,12.88,6.03,1.41,none,0,0,154,3,0.01,0.1,0.1
NC,AB,17.95,12.88,6.03,1.41,none,0,0,154,1,0.01,0.1,4
NC,AB,17.98,12.23,5.76,1.29,none,0,0,155,3,0.01,0.1,0.1
NC,AB,17.98,12.23,5.76,1.29,none,0,0,155,1,0.01,0.1,8
NC,AB,17.98,12.23,5.76,1.29,none,0,0,155,2,0.01,0.1,9
NC,AB,18.67,13.2,6.27,1.36,none,0,0,156,2,0.01,0.1,0.1
NC,AB,18.67,13.2,6.27,1.36,none,0,0,156,3,15,6,2
NC,AB,18.67,13.2,6.27,1.36,none,0,0,156,1,16,8,8
NC,AB,16.79,12.38,5.63,1.14,none,0,0,157,2,0.01,0.1,9
NC,AB,16.79,12.38,5.63,1.14,none,0,0,157,3,15,0.1,0.1
NC,AB,16.79,12.38,5.63,1.14,none,0,0,157,1,16,0.1,9
NC,AB,16.23,12.07,5.83,1.11,none,0,0,158,3,0.01,0.1,0.1
NC,AB,16.23,12.07,5.83,1.11,none,0,0,158,1,0.01,0.1,9
NC,AB,16.23,12.07,5.83,1.11,none,0,0,158,2,4,2,9
NC,AB,18.05,12.21,5.96,1.32,none,0,0,159,1,0.01,0.1,0.1
NC,AB,18.05,12.21,5.96,1.32,none,0,0,159,2,0.01,0.1,9
NC,AB,18.05,12.21,5.96,1.32,none,0,0,159,3,0.01,0.1,9
NC,AB,17.06,12.15,5.61,1.25,none,0,0,160,1,0.01,0.1,9
NC,AB,17.06,12.15,5.61,1.25,none,0,0,160,2,0.01,0.1,9
NC,AB,17.06,12.15,5.61,1.25,none,0,0,160,3,0.01,0.1,9
NC,AB,17.36,12.83,5.7,1.49,none,0,0,161,3,0.01,0.1,2
NC,AB,17.36,12.83,5.7,1.49,none,0,0,161,1,0.01,0.1,9
NC,AB,17.36,12.83,5.7,1.49,none,0,0,161,2,0.01,0.1,9
NC,AB,19.77,14.06,5.61,2.03,none,0,0,162,3,0.01,0.1,0.1
NC,AB,19.77,14.06,5.61,2.03,none,0,0,162,2,0.01,0.1,9
NC,AB,19.77,14.06,5.61,2.03,none,0,0,162,1,9,4,9
NC,AB,17.67,12.93,5.77,1.28,none,0,0,163,3,0.01,0.1,6
NC,AB,17.67,12.93,5.77,1.28,none,0,0,163,1,0.01,0.1,9
NC,AB,17.67,12.93,5.77,1.28,none,0,0,163,2,0.01,0.1,9
NC,AB,18.01,13.48,6.08,1.43,none,0,1,164,1,0.01,0.1,4
NC,AB,18.01,13.48,6.08,1.43,none,0,1,164,2,0.01,0.1,9
NC,AB,18.01,13.48,6.08,1.43,none,0,1,164,3,0.01,0.1,9
NC,AB,17.56,12.21,5.31,1.25,none,1,2,165,1,0.01,0.1,9
NC,AB,17.56,12.21,5.31,1.25,none,1,2,165,2,0.01,0.1,9
NC,AB,17.56,12.21,5.31,1.25,none,1,2,165,3,0.01,0.1,9
NC,AB,18.62,12.8,5.17,1.43,none,0,1,166,3,0.01,0.1,0.1
NC,AB,18.62,12.8,5.17,1.43,none,0,1,166,1,0.01,0.1,9
NC,AB,18.62,12.8,5.17,1.43,none,0,1,166,2,5,2,9
NC,AB,17.69,12.81,5.68,1.35,none,0,1,167,1,0.01,0.1,0.1
NC,AB,17.69,12.81,5.68,1.35,none,0,1,167,2,9,6,9
NC,AB,17.69,12.81,5.68,1.35,none,0,1,167,3,12,8,0.1
NC,AB,17.31,12.04,5.35,1.18,none,0,1,168,1,0.01,0.1,0.1
NC,AB,17.31,12.04,5.35,1.18,none,0,1,168,2,0.01,0.1,9
NC,AB,17.31,12.04,5.35,1.18,none,0,1,168,3,3,2,0.1
NC,AB,17.46,12.52,5.44,1.37,none,0,0,169,1,0.01,0.1,9
NC,AB,17.46,12.52,5.44,1.37,none,0,0,169,2,11,9,9
NC,AB,17.46,12.52,5.44,1.37,none,0,0,169,3,21,8,9
NC,AB,17.24,12.76,5.34,1.48,none,0,0,170,2,0.01,0.1,0.1
NC,AB,17.24,12.76,5.34,1.48,none,0,0,170,3,0.01,0.1,0.1
NC,AB,17.24,12.76,5.34,1.48,none,0,0,170,1,0.01,0.1,9
NC,AB,18.49,12.84,5.53,1.55,none,0,0,171,1,0.01,0.1,0.1
NC,AB,18.49,12.84,5.53,1.55,none,0,0,171,2,12,9,0.1
NC,AB,18.49,12.84,5.53,1.55,none,0,0,171,3,23,9,0.1
NC,AB,16.73,11.67,5.23,0.99,none,0,0,172,1,0.01,0.1,0.1
NC,AB,16.73,11.67,5.23,0.99,none,0,0,172,2,0.01,0.1,0.1
NC,AB,16.73,11.67,5.23,0.99,none,0,0,172,3,24,9,0.1
NC,AB,17.72,12.66,5.1,1.46,none,0,0,173,1,0.01,0.1,9
NC,AB,17.72,12.66,5.1,1.46,none,0,0,173,2,0.01,0.1,9
NC,AB,17.72,12.66,5.1,1.46,none,0,0,173,3,3,6,9
NC,AB,16.55,12,5.26,1.1,none,1,2,174,1,0.01,0.1,0.1
NC,AB,16.55,12,5.26,1.1,none,1,2,174,2,7,9,0.1
NC,AB,16.55,12,5.26,1.1,none,1,2,174,3,21,9,9
NC,AB,16,11.86,5.17,1.07,none,1,2,175,1,0.01,0.1,0.1
NC,AB,16,11.86,5.17,1.07,none,1,2,175,2,0.01,0.1,0.1
NC,AB,16,11.86,5.17,1.07,none,1,2,175,3,0.01,0.1,0.1
NC,AB,17.03,12.39,5.77,1.21,none,0,1,176,1,0.01,0.1,0.1
NC,AB,17.03,12.39,5.77,1.21,none,0,1,176,3,0.01,0.1,0.1
NC,AB,17.03,12.39,5.77,1.21,none,0,1,176,2,7,9,0.1
NC,AB,17.43,12.61,5.81,1.44,none,1,2,177,2,0.01,0.1,0.1
NC,AB,17.43,12.61,5.81,1.44,none,1,2,177,1,0.01,0.1,9
NC,AB,17.43,12.61,5.81,1.44,none,1,2,177,3,0.01,0.1,9
NC,AB,17.35,12.52,5,1.37,none,0,1,178,1,0.01,0.1,0.1
NC,AB,17.35,12.52,5,1.37,none,0,1,178,2,0.01,0.1,0.1
NC,AB,17.35,12.52,5,1.37,none,0,1,178,3,0.01,0.1,0.1
NC,AB,15.83,11.19,4.53,1.07,none,0,0,179,3,0.01,0.1,0.1
NC,AB,15.83,11.19,4.53,1.07,none,0,0,179,1,0.01,0.1,2
NC,AB,15.83,11.19,4.53,1.07,none,0,0,179,2,5,2,9
NC,AB,16.43,11.44,4.38,1.17,none,0,0,180,1,0.01,0.1,9
NC,AB,16.43,11.44,4.38,1.17,none,0,0,180,2,0.01,0.1,9
NC,AB,16.43,11.44,4.38,1.17,none,0,0,180,3,0.01,0.1,9
NC,AB,17.19,12.49,5.62,1.35,none,0,0,181,3,0.01,0.1,0.1
NC,AB,17.19,12.49,5.62,1.35,none,0,0,181,2,0.01,0.1,6
NC,AB,17.19,12.49,5.62,1.35,none,0,0,181,1,0.01,0.1,9
NC,AB,17.75,11.85,5.54,1.24,none,0,0,182,3,0.01,0.1,0.1
NC,AB,17.75,11.85,5.54,1.24,none,0,0,182,1,0.01,0.1,2
NC,AB,17.75,11.85,5.54,1.24,none,0,0,182,2,0.01,0.1,9
NC,AB,19.84,13.27,5.98,1.83,none,0,0,183,1,0.01,0.1,9
NC,AB,19.84,13.27,5.98,1.83,none,0,0,183,2,0.01,0.1,9
NC,AB,19.84,13.27,5.98,1.83,none,0,0,183,3,11,6,0.1
NC,AB,19.3,12.96,5.31,1.63,none,0,0,184,2,0.01,0.1,2
NC,AB,19.3,12.96,5.31,1.63,none,0,0,184,1,0.01,0.1,9
NC,AB,19.3,12.96,5.31,1.63,none,0,0,184,3,0.01,0.1,9
NC,AB,17.26,12.13,5.45,1.31,none,0,0,185,2,0.01,0.1,0.1
NC,AB,17.26,12.13,5.45,1.31,none,0,0,185,3,0.01,0.1,2
NC,AB,17.26,12.13,5.45,1.31,none,0,0,185,1,18,0.1,0.1
NC,AB,18.75,12.92,5.89,1.49,none,0,0,186,1,0.01,0.1,0.1
NC,AB,18.75,12.92,5.89,1.49,none,0,0,186,2,0.01,0.1,0.1
NC,AB,18.75,12.92,5.89,1.49,none,0,0,186,3,0.01,0.1,9
NC,AB,16.84,12,5.55,1.1,none,0,0,187,1,0.01,0.1,0.1
NC,AB,16.84,12,5.55,1.1,none,0,0,187,2,0.01,0.1,0.1
NC,AB,16.84,12,5.55,1.1,none,0,0,187,3,0.01,0.1,9
NC,AB,17.36,12.66,5.84,1.45,none,0,0,188,1,0.01,0.1,0.1
NC,AB,17.36,12.66,5.84,1.45,none,0,0,188,2,0.01,0.1,9
NC,AB,17.36,12.66,5.84,1.45,none,0,0,188,3,0.01,0.1,9
NC,AB,18.24,12.62,5.63,1.44,none,0,0,189,1,0.01,0.1,9
NC,AB,18.24,12.62,5.63,1.44,none,0,0,189,2,0.01,0.1,9
NC,AB,18.24,12.62,5.63,1.44,none,0,0,189,3,0.01,0.1,9
NC,AB,17.95,13.04,5.53,1.56,none,0,0,190,1,0.01,0.1,9
NC,AB,17.95,13.04,5.53,1.56,none,0,0,190,2,0.01,0.1,9
NC,AB,17.95,13.04,5.53,1.56,none,0,0,190,3,10,6,9
NC,AB,17.73,12.13,5.38,1.41,none,0,0,191,2,0.01,0.1,0.1
NC,AB,17.73,12.13,5.38,1.41,none,0,0,191,1,0.01,0.1,9
NC,AB,17.73,12.13,5.38,1.41,none,0,0,191,3,6,2,0.1
NC,AB,17.88,12.88,5.67,1.33,none,0,0,192,2,0.01,0.1,2
NC,AB,17.88,12.88,5.67,1.33,none,0,0,192,1,0.01,0.1,9
NC,AB,17.88,12.88,5.67,1.33,none,0,0,192,3,0.01,0.1,9
NC,AB,18.45,12.83,5.69,1.31,none,0,0,193,2,0.01,0.1,0.1
NC,AB,18.45,12.83,5.69,1.31,none,0,0,193,3,0.01,0.1,6
NC,AB,18.45,12.83,5.69,1.31,none,0,0,193,1,0.01,0.1,9
NC,AB,17.76,12.3,5.57,1.28,none,0,0,194,3,0.01,0.1,2
NC,AB,17.76,12.3,5.57,1.28,none,0,0,194,1,0.01,0.1,9
NC,AB,17.76,12.3,5.57,1.28,none,0,0,194,2,0.01,0.1,9
NC,AB,18.17,12.23,5.47,1.26,none,0,0,195,1,0.01,0.1,9
NC,AB,18.17,12.23,5.47,1.26,none,0,0,195,2,0.01,0.1,9
NC,AB,18.17,12.23,5.47,1.26,none,0,0,195,3,0.01,0.1,9
NC,AB,16.7,12.33,5.32,1.09,none,0,0,196,3,0.01,0.1,0.1
NC,AB,16.7,12.33,5.32,1.09,none,0,0,196,2,0.01,0.1,2
NC,AB,16.7,12.33,5.32,1.09,none,0,0,196,1,0.01,0.1,9
NC,AB,16.99,12.32,5.02,1.25,none,0,0,197,3,0.01,0.1,0.1
NC,AB,16.99,12.32,5.02,1.25,none,0,0,197,1,0.01,0.1,9
NC,AB,16.99,12.32,5.02,1.25,none,0,0,197,2,0.01,0.1,9
NC,AB,17.94,12.9,5.41,1.4,none,0,0,198,3,0.01,0.1,0.1
NC,AB,17.94,12.9,5.41,1.4,none,0,0,198,1,0.01,0.1,9
NC,AB,17.94,12.9,5.41,1.4,none,0,0,198,2,0.01,0.1,9
NC,AB,16.06,11.79,5.38,0.97,none,0,0,199,1,0.01,0.1,0.1
NC,AB,16.06,11.79,5.38,0.97,none,0,0,199,2,0.01,0.1,9
NC,AB,16.06,11.79,5.38,0.97,none,0,0,199,3,0.01,0.1,9
NC,AB,16.36,11.7,5.27,1.15,none,0,0,200,3,0.01,0.1,0.1
NC,AB,16.36,11.7,5.27,1.15,none,0,0,200,1,0.01,0.1,2
NC,AB,16.36,11.7,5.27,1.15,none,0,0,200,2,0.01,0.1,9
NC,AB,16.58,11.39,5.12,1.17,none,0,0,201,1,0.01,0.1,0.1
NC,AB,16.58,11.39,5.12,1.17,none,0,0,201,3,0.01,0.1,0.1
NC,AB,16.58,11.39,5.12,1.17,none,0,0,201,2,0.01,0.1,9
NC,AB,17.34,12.87,5.58,1.29,none,0,0,202,1,0.01,0.1,0.1
NC,AB,17.34,12.87,5.58,1.29,none,0,0,202,3,0.01,0.1,0.1
NC,AB,17.34,12.87,5.58,1.29,none,0,0,202,2,0.01,0.1,9
NC,AB,17.5,12.15,5.28,1.36,none,0,0,203,3,0.01,0.1,0.1
NC,AB,17.5,12.15,5.28,1.36,none,0,0,203,2,0.01,0.1,6
NC,AB,17.5,12.15,5.28,1.36,none,0,0,203,1,0.01,0.1,9
NC,AB,18.47,11.73,5.24,1.43,none,1,2,204,1,0.01,0.1,0.1
NC,AB,18.47,11.73,5.24,1.43,none,1,2,204,2,0.01,0.1,0.1
NC,AB,18.47,11.73,5.24,1.43,none,1,2,204,3,0.01,0.1,4
NC,AB,16.11,11.99,5.28,1.03,none,0,1,205,1,0.01,0.1,0.1
NC,AB,16.11,11.99,5.28,1.03,none,0,1,205,2,0.01,0.1,0.1
NC,AB,16.11,11.99,5.28,1.03,none,0,1,205,3,0.01,0.1,4
NC,AB,16.9,12.66,5.65,1.12,none,0,1,206,1,0.01,0.1,9
NC,AB,16.9,12.66,5.65,1.12,none,0,1,206,2,0.01,0.1,9
NC,AB,16.9,12.66,5.65,1.12,none,0,1,206,3,0.01,0.1,9
NC,AB,17.64,12.64,5.77,1.28,none,0,1,207,1,0.01,0.1,0.1
NC,AB,17.64,12.64,5.77,1.28,none,0,1,207,2,0.01,0.1,0.1
NC,AB,17.64,12.64,5.77,1.28,none,0,1,207,3,0.01,0.1,9
NC,AB,16.9,11.72,5.17,1.25,none,0,1,208,2,0.01,0.1,0.1
NC,AB,16.9,11.72,5.17,1.25,none,0,1,208,3,0.01,0.1,8
NC,AB,16.9,11.72,5.17,1.25,none,0,1,208,1,15,9,9
NC,AB,17.8,11.9,5.12,1.25,none,0,1,209,1,0.01,0.1,0.1
NC,AB,17.8,11.9,5.12,1.25,none,0,1,209,2,0.01,0.1,0.1
NC,AB,17.8,11.9,5.12,1.25,none,0,1,209,3,0.01,0.1,4
NC,AB,16.5,11.5,4.95,1.13,none,1,2,210,1,0.01,0.1,0.1
NC,AB,16.5,11.5,4.95,1.13,none,1,2,210,2,0.01,0.1,0.1
NC,AB,16.5,11.5,4.95,1.13,none,1,2,210,3,20,9,9
NC,AB,17.18,12.43,5.12,1.26,none,0,1,211,2,0.01,0.1,0.1
NC,AB,17.18,12.43,5.12,1.26,none,0,1,211,3,0.01,0.1,0.1
NC,AB,17.18,12.43,5.12,1.26,none,0,1,211,1,0.01,0.1,8
NC,AB,16.87,11.8,5.25,1.06,none,0,1,212,2,0.01,0.1,8
NC,AB,16.87,11.8,5.25,1.06,none,0,1,212,1,0.01,0.1,9
NC,AB,16.87,11.8,5.25,1.06,none,0,1,212,3,0.01,0.1,9
NC,AB,15.86,11.01,5.04,0.93,none,0,1,213,1,0.01,0.1,0.1
NC,AB,15.86,11.01,5.04,0.93,none,0,1,213,2,0.01,0.1,0.1
NC,AB,15.86,11.01,5.04,0.93,none,0,1,213,3,0.01,0.1,0.1
NC,AB,17.62,11.47,5.26,1.22,none,0,0,214,2,0.01,0.1,9
NC,AB,17.62,11.47,5.26,1.22,none,0,0,214,3,0.01,0.1,9
NC,AB,17.62,11.47,5.26,1.22,none,0,0,214,1,18,9,0.1
NC,AB,16.73,12.16,5.11,1.22,none,0,0,215,2,0.01,0.1,2
NC,AB,16.73,12.16,5.11,1.22,none,0,0,215,1,0.01,0.1,9
NC,AB,16.73,12.16,5.11,1.22,none,0,0,215,3,0.01,0.1,9
NC,AB,18.46,12.58,5.23,1.49,none,0,0,216,1,0.01,0.1,0.1
NC,AB,18.46,12.58,5.23,1.49,none,0,0,216,3,0.01,0.1,9
NC,AB,18.46,12.58,5.23,1.49,none,0,0,216,2,10,6,9
NC,AB,16.98,12.37,5.9,1.17,none,0,0,217,1,0.01,0.1,0.1
NC,AB,16.98,12.37,5.9,1.17,none,0,0,217,3,0.01,0.1,4
NC,AB,16.98,12.37,5.9,1.17,none,0,0,217,2,5,4,2
NC,AB,15.9,11.52,5.54,0.96,none,0,0,218,1,0.01,0.1,9
NC,AB,15.9,11.52,5.54,0.96,none,0,0,218,3,0.01,0.1,9
NC,AB,15.9,11.52,5.54,0.96,none,0,0,218,2,15,4,9
NC,AB,17.56,12.09,5.35,1.1,none,0,1,219,3,0.01,0.1,0.1
NC,AB,17.56,12.09,5.35,1.1,none,0,1,219,1,0.01,0.1,9
NC,AB,17.56,12.09,5.35,1.1,none,0,1,219,2,0.01,0.1,9
NC,AB,17.69,12.25,5.37,1.38,none,0,1,220,1,0.01,0.1,0.1
