State ,Location,Shell Length,Shell Width,Aperture Length,Weight,Condition,Infection status,Combo,Individual,Trial,Baseline,Water,Refuge
NC,AB,17.69,12.25,5.37,1.38,none,0,1,220,3,0.01,0.1,9
NC,AB,17.69,12.25,5.37,1.38,none,0,1,220,2,12,8,9
NC,AB,16.7,11.79,5.08,1.21,none,1,2,221,2,0.01,0.1,9
NC,AB,16.7,11.79,5.08,1.21,none,1,2,221,3,0.01,0.1,9
NC,AB,16.7,11.79,5.08,1.21,none,1,2,221,1,6,4,9
NC,AB,16.9,12.08,5.52,1.19,none,0,1,222,2,0.01,0.1,2
NC,AB,16.9,12.08,5.52,1.19,none,0,1,222,1,4,2,0.1
NC,AB,16.9,12.08,5.52,1.19,none,0,1,222,3,16,9,0.1
NC,AB,16.59,11.3,5.45,1.06,none,0,1,223,1,0.01,0.1,9
NC,AB,16.59,11.3,5.45,1.06,none,0,1,223,2,0.01,0.1,9
NC,AB,16.59,11.3,5.45,1.06,none,0,1,223,3,0.01,0.1,9
NC,AB,17.16,11.53,4.44,1.21,none,0,0,224,1,0.01,0.1,0.1
NC,AB,17.16,11.53,4.44,1.21,none,0,0,224,2,0.01,0.1,4
NC,AB,17.16,11.53,4.44,1.21,none,0,0,224,3,0.01,0.1,9
NC,AB,16.04,11.55,5.28,0.95,none,0,0,225,1,0.01,0.1,9
NC,AB,16.04,11.55,5.28,0.95,none,0,0,225,2,0.01,0.1,9
NC,AB,16.04,11.55,5.28,0.95,none,0,0,225,3,0.01,0.1,9
NC,AB,16.18,11.76,4.94,1.09,none,0,0,226,1,0.01,0.1,0.1
NC,AB,16.18,11.76,4.94,1.09,none,0,0,226,2,0.01,0.1,8
NC,AB,16.18,11.76,4.94,1.09,none,0,0,226,3,0.01,0.1,9
NC,AB,17.06,12.28,5.16,1.18,none,0,0,227,1,0.01,0.1,0.1
NC,AB,17.06,12.28,5.16,1.18,none,0,0,227,2,0.01,0.1,8
NC,AB,17.06,12.28,5.16,1.18,none,0,0,227,3,0.01,0.1,9
NC,AB,16.69,11.64,4.84,1.14,none,0,0,228,1,0.01,0.1,0.1
NC,AB,16.69,11.64,4.84,1.14,none,0,0,228,2,0.01,0.1,0.1
NC,AB,16.69,11.64,4.84,1.14,none,0,0,228,3,0.01,0.1,9
NC,AB,15.62,12.33,5.08,0.87,none,0,1,229,1,0.01,0.1,0.1
NC,AB,15.62,12.33,5.08,0.87,none,0,1,229,2,0.01,0.1,0.1
NC,AB,15.62,12.33,5.08,0.87,none,0,1,229,3,0.01,0.1,0.1
NC,AB,15.78,11.22,4.38,0.94,none,0,1,230,2,0.01,0.1,9
NC,AB,15.78,11.22,4.38,0.94,none,0,1,230,3,0.01,0.1,9
NC,AB,15.78,11.22,4.38,0.94,none,0,1,230,1,10,6,0.1
NC,AB,17.77,12.41,5.67,1.27,none,0,1,231,1,0.01,0.1,9
NC,AB,17.77,12.41,5.67,1.27,none,0,1,231,2,0.01,0.1,9
NC,AB,17.77,12.41,5.67,1.27,none,0,1,231,3,0.01,0.1,9
NC,AB,15.87,11.24,4.77,1.02,none,1,2,232,1,0.01,0.1,0.1
NC,AB,15.87,11.24,4.77,1.02,none,1,2,232,2,0.01,0.1,0.1
NC,AB,15.87,11.24,4.77,1.02,none,1,2,232,3,0.01,0.1,0.1
NC,AB,14.87,11.45,4.88,0.82,none,0,1,233,1,0.01,0.1,0.1
NC,AB,14.87,11.45,4.88,0.82,none,0,1,233,2,0.01,0.1,9
NC,AB,14.87,11.45,4.88,0.82,none,0,1,233,3,0.01,0.1,9
NC,AB,19.58,14.26,6.73,1.71,pw,0,1,1,1,0.01,0.1,9
NC,AB,19.58,14.26,6.73,1.71,pw,0,1,1,3,27,9,0.1
NC,AB,19.58,14.26,6.73,1.71,pw,0,1,1,2,29,9,0.1
NC,AB,18.75,13.31,6.03,1.48,pw,0,1,2,2,0.01,0.1,0.1
NC,AB,18.75,13.31,6.03,1.48,pw,0,1,2,3,0.01,0.1,0.1
NC,AB,18.75,13.31,6.03,1.48,pw,0,1,2,1,0.01,0.1,9
NC,AB,17.65,12.54,5.48,1.37,pw,0,1,3,1,0.01,0.1,0.1
NC,AB,17.65,12.54,5.48,1.37,pw,0,1,3,3,9,4,4
NC,AB,17.65,12.54,5.48,1.37,pw,0,1,3,2,10,8,0.1
NC,AB,17.82,13.25,6.13,1.49,pw,1,2,4,2,0.01,0.1,0.1
NC,AB,17.82,13.25,6.13,1.49,pw,1,2,4,1,0.01,0.1,9
NC,AB,17.82,13.25,6.13,1.49,pw,1,2,4,3,0.01,0.1,9
NC,AB,20.23,14.42,7.08,2.03,pw,0,1,5,2,0.01,0.1,0.1
NC,AB,20.23,14.42,7.08,2.03,pw,0,1,5,1,0.01,0.1,9
NC,AB,20.23,14.42,7.08,2.03,pw,0,1,5,3,26,9,9
NC,AB,21.54,14.51,6.49,1.9,pw,1,2,6,1,0.01,0.1,9
NC,AB,21.54,14.51,6.49,1.9,pw,1,2,6,3,0.01,0.1,9
NC,AB,21.54,14.51,6.49,1.9,pw,1,2,6,2,9,4,9
NC,AB,20.35,13.34,5.77,1.85,pw,0,1,7,1,3,2,9
NC,AB,20.35,13.34,5.77,1.85,pw,0,1,7,3,22,9,0.1
NC,AB,20.35,13.34,5.77,1.85,pw,0,1,7,2,27,9,9
NC,AB,17.78,12.82,5.49,1.27,pw,0,1,8,1,0.01,0.1,4
NC,AB,17.78,12.82,5.49,1.27,pw,0,1,8,2,12,6,9
NC,AB,17.78,12.82,5.49,1.27,pw,0,1,8,3,28,9,9
NC,AB,20.79,14.84,6.6,1.91,pw,0,1,9,3,12,4,9
NC,AB,20.79,14.84,6.6,1.91,pw,0,1,9,1,18,8,6
NC,AB,20.79,14.84,6.6,1.91,pw,0,1,9,2,28,9,0.1
NC,AB,19.66,14.49,6.38,1.91,pw,0,1,10,3,0.01,0.1,9
NC,AB,19.66,14.49,6.38,1.91,pw,0,1,10,1,4,2,9
NC,AB,19.66,14.49,6.38,1.91,pw,0,1,10,2,5,2,0.1
NC,AB,19.12,13.75,6.5,1.53,pw,1,2,11,1,0.01,0.1,0.1
NC,AB,19.12,13.75,6.5,1.53,pw,1,2,11,3,11,4,9
NC,AB,19.12,13.75,6.5,1.53,pw,1,2,11,2,16,6,0.1
NC,AB,19.19,13.37,5.86,1.56,pw,0,1,12,1,0.01,0.1,0.1
NC,AB,19.19,13.37,5.86,1.56,pw,0,1,12,2,19,8,0.1
NC,AB,19.19,13.37,5.86,1.56,pw,0,1,12,3,22,8,6
NC,AB,18.56,13.35,5.63,1.58,pw,0,1,13,1,0.01,0.1,0.1
NC,AB,18.56,13.35,5.63,1.58,pw,0,1,13,2,17,6,0.1
NC,AB,18.56,13.35,5.63,1.58,pw,0,1,13,3,23,9,9
NC,AB,17.59,12.78,5.49,1.15,pw,0,1,14,2,9,2,0.1
NC,AB,17.59,12.78,5.49,1.15,pw,0,1,14,1,12,6,0.1
NC,AB,17.59,12.78,5.49,1.15,pw,0,1,14,3,18,8,9
NC,AB,19.2,14.01,6.12,1.84,pw,0,1,15,1,0.01,0.1,8
NC,AB,19.2,14.01,6.12,1.84,pw,0,1,15,2,0.01,0.1,9
NC,AB,19.2,14.01,6.12,1.84,pw,0,1,15,3,0.01,0.1,9
NC,AB,18.75,12.7,5.73,1.45,pw,0,0,16,3,0.01,0.1,0.1
NC,AB,18.75,12.7,5.73,1.45,pw,0,0,16,2,0.01,0.1,9
NC,AB,18.75,12.7,5.73,1.45,pw,0,0,16,1,15,6,0.1
NC,AB,19.94,14.12,6.3,1.71,pw,0,0,17,2,24,8,0.1
NC,AB,19.94,14.12,6.3,1.71,pw,0,0,17,3,24,9,0.1
NC,AB,19.94,14.12,6.3,1.71,pw,0,0,17,1,28,9,9
NC,AB,19.83,13.56,6.27,1.81,pw,0,0,18,1,0.01,0.1,0.1
NC,AB,19.83,13.56,6.27,1.81,pw,0,0,18,2,0.01,0.1,0.1
NC,AB,19.83,13.56,6.27,1.81,pw,0,0,18,3,13,2,2
NC,AB,19.16,13.31,6.02,1.69,pw,0,0,19,3,0.01,6,0.1
NC,AB,19.16,13.31,6.02,1.69,pw,0,0,19,1,0.01,0.1,2
NC,AB,19.16,13.31,6.02,1.69,pw,0,0,19,2,0.01,0.1,9
NC,AB,16.65,11.99,5.32,1.13,pw,0,0,20,1,0.01,0.1,0.1
NC,AB,16.65,11.99,5.32,1.13,pw,0,0,20,2,0.01,0.1,0.1
NC,AB,16.65,11.99,5.32,1.13,pw,0,0,20,3,0.01,0.1,0.1
NC,AB,19.13,13.38,5.47,1.65,pw,0,0,21,1,0.01,0.1,9
NC,AB,19.13,13.38,5.47,1.65,pw,0,0,21,2,0.01,0.1,9
NC,AB,19.13,13.38,5.47,1.65,pw,0,0,21,3,2,2,2
NC,AB,18.81,13.35,5.86,1.45,pw,0,0,22,3,22,8,0.1
NC,AB,18.81,13.35,5.86,1.45,pw,0,0,22,1,29,9,0.1
NC,AB,18.81,13.35,5.86,1.45,pw,0,0,22,2,29,9,0.1
NC,AB,17.61,12.48,5.83,1.24,pw,0,0,23,3,18,9,8
NC,AB,17.61,12.48,5.83,1.24,pw,0,0,23,1,21,9,0.1
NC,AB,17.61,12.48,5.83,1.24,pw,0,0,23,2,25,9,0.1
NC,AB,19.8,13.6,5.9,1.67,pw,0,0,24,3,0.01,0.1,0.1
NC,AB,19.8,13.6,5.9,1.67,pw,0,0,24,2,11,4,0.1
NC,AB,19.8,13.6,5.9,1.67,pw,0,0,24,1,23,9,0.1
NC,AB,19.1,13.07,5.7,1.47,pw,0,0,25,3,0.01,0.1,0.1
NC,AB,19.1,13.07,5.7,1.47,pw,0,0,25,1,0.01,0.1,9
NC,AB,19.1,13.07,5.7,1.47,pw,0,0,25,2,27,9,0.1
NC,AB,18.63,13.59,5.97,1.61,pw,1,2,26,1,0.01,0.1,0.1
NC,AB,18.63,13.59,5.97,1.61,pw,1,2,26,2,3,2,0.1
NC,AB,18.63,13.59,5.97,1.61,pw,1,2,26,3,13,6,0.1
NC,AB,20.6,14.79,6.82,2.07,pw,0,1,27,1,15,0.1,0.1
NC,AB,20.6,14.79,6.82,2.07,pw,0,1,27,2,15,2,0.1
NC,AB,20.6,14.79,6.82,2.07,pw,0,1,27,3,29,6,9
NC,AB,19.3,13.76,6.25,1.52,pw,0,1,28,1,0.01,0.1,9
NC,AB,19.3,13.76,6.25,1.52,pw,0,1,28,2,3,2,0.1
NC,AB,19.3,13.76,6.25,1.52,pw,0,1,28,3,29,9,9
NC,AB,18.9,13.4,5.52,1.6,pw,0,1,29,1,0.01,0.1,0.1
NC,AB,18.9,13.4,5.52,1.6,pw,0,1,29,3,7,4,0.1
NC,AB,18.9,13.4,5.52,1.6,pw,0,1,29,2,15,4,9
NC,AB,21.01,13.8,6.1,2.08,pw,0,1,30,3,0.01,0.1,9
NC,AB,21.01,13.8,6.1,2.08,pw,0,1,30,2,5,2,9
NC,AB,21.01,13.8,6.1,2.08,pw,0,1,30,1,8,4,9
NC,AB,19.34,13.48,6.18,1.66,pw,0,0,31,1,10,4,9
NC,AB,19.34,13.48,6.18,1.66,pw,0,0,31,2,16,6,0.1
NC,AB,19.34,13.48,6.18,1.66,pw,0,0,31,3,27,9,0.1
NC,AB,18.46,12.62,5.53,1.35,pw,0,0,32,1,0.01,0.1,0.1
NC,AB,18.46,12.62,5.53,1.35,pw,0,0,32,3,18,8,0.1
NC,AB,18.46,12.62,5.53,1.35,pw,0,0,32,2,20,8,0.1
NC,AB,18.85,13.07,5.7,1.57,pw,0,0,33,1,0.01,0.1,0.1
NC,AB,18.85,13.07,5.7,1.57,pw,0,0,33,2,18,8,0.1
NC,AB,18.85,13.07,5.7,1.57,pw,0,0,33,3,21,9,0.1
NC,AB,18.51,12.96,6.07,1.55,pw,0,0,34,1,3,2,9
NC,AB,18.51,12.96,6.07,1.55,pw,0,0,34,2,16,6,9
NC,AB,18.51,12.96,6.07,1.55,pw,0,0,34,3,20,8,0.1
NC,AB,18.13,12.84,5.35,1.44,pw,0,0,35,2,12,4,9
NC,AB,18.13,12.84,5.35,1.44,pw,0,0,35,3,12,4,9
NC,AB,18.13,12.84,5.35,1.44,pw,0,0,35,1,13,6,0.1
NC,AB,17.27,12.68,5.21,1.42,pw,0,0,36,3,3,2,9
NC,AB,17.27,12.68,5.21,1.42,pw,0,0,36,1,12,6,6
NC,AB,17.27,12.68,5.21,1.42,pw,0,0,36,2,22,8,2
NC,AB,20.07,13.77,6.11,1.9,pw,0,0,37,2,0.01,0.1,2
NC,AB,20.07,13.77,6.11,1.9,pw,0,0,37,1,0.01,0.1,9
NC,AB,20.07,13.77,6.11,1.9,pw,0,0,37,3,0.01,0.1,9
NC,AB,20.69,14.2,6.4,1.78,pw,0,0,38,1,0.01,0.1,0.1
NC,AB,20.69,14.2,6.4,1.78,pw,0,0,38,2,0.01,0.1,0.1
NC,AB,20.69,14.2,6.4,1.78,pw,0,0,38,3,3,2,9
NC,AB,19.48,13.76,6.11,1.6,pw,0,0,39,1,0.01,0.1,9
NC,AB,19.48,13.76,6.11,1.6,pw,0,0,39,2,0.01,0.1,9
NC,AB,19.48,13.76,6.11,1.6,pw,0,0,39,3,0.01,0.1,9
NC,AB,15.93,11.18,4.66,1.17,pw,0,0,40,2,0.01,0.1,4
NC,AB,15.93,11.18,4.66,1.17,pw,0,0,40,1,0.01,0.1,6
NC,AB,15.93,11.18,4.66,1.17,pw,0,0,40,3,0.01,0.1,9
NC,AB,18.75,13.87,6.01,1.7,pw,0,0,41,1,0.01,0.1,9
NC,AB,18.75,13.87,6.01,1.7,pw,0,0,41,2,0.01,0.1,9
NC,AB,18.75,13.87,6.01,1.7,pw,0,0,41,3,21,8,6
NC,AB,20.28,14.26,6.09,1.76,pw,0,0,42,2,17,8,0.1
NC,AB,20.28,14.26,6.09,1.76,pw,0,0,42,1,19,9,9
NC,AB,20.28,14.26,6.09,1.76,pw,0,0,42,3,25,9,0.1
NC,AB,18.41,13.43,5.76,1.47,pw,0,0,43,1,16,6,4
NC,AB,18.41,13.43,5.76,1.47,pw,0,0,43,2,25,9,0.1
NC,AB,18.41,13.43,5.76,1.47,pw,0,0,43,3,27,9,9
NC,AB,18.41,12.98,5.51,1.62,pw,0,0,44,2,0.01,0.1,9
NC,AB,18.41,12.98,5.51,1.62,pw,0,0,44,1,7,4,9
NC,AB,18.41,12.98,5.51,1.62,pw,0,0,44,3,12,6,9
NC,AB,19.61,13.12,5.41,1.7,pw,0,0,45,3,13,6,9
NC,AB,19.61,13.12,5.41,1.7,pw,0,0,45,1,18,9,9
NC,AB,19.61,13.12,5.41,1.7,pw,0,0,45,2,20,9,9
NC,AB,19.29,13.51,6.26,1.5,pw,1,2,46,1,11,4,9
NC,AB,19.29,13.51,6.26,1.5,pw,1,2,46,2,14,6,0.1
NC,AB,19.29,13.51,6.26,1.5,pw,1,2,46,3,21,6,0.1
NC,AB,17.59,11.97,5.58,1.22,pw,0,1,47,2,11,8,6
NC,AB,17.59,11.97,5.58,1.22,pw,0,1,47,1,12,6,9
NC,AB,17.59,11.97,5.58,1.22,pw,0,1,47,3,21,8,0.1
NC,AB,19.01,13.43,6,1.67,pw,0,1,48,1,14,6,9
NC,AB,19.01,13.43,6,1.67,pw,0,1,48,3,18,8,0.1
NC,AB,19.01,13.43,6,1.67,pw,0,1,48,2,24,9,6
NC,AB,17.65,12.73,5.56,1.29,pw,0,1,49,1,16,6,0.1
NC,AB,17.65,12.73,5.56,1.29,pw,0,1,49,3,22,8,0.1
NC,AB,17.65,12.73,5.56,1.29,pw,0,1,49,2,23,9,0.1
NC,AB,19.37,13.48,5.75,1.68,pw,0,1,50,3,0.01,0.1,4
NC,AB,19.37,13.48,5.75,1.68,pw,0,1,50,1,0.01,0.1,9
NC,AB,19.37,13.48,5.75,1.68,pw,0,1,50,2,10,9,9
NC,AB,19.26,13.91,5.8,1.7,pw,0,0,51,1,0.01,0.1,0.1
NC,AB,19.26,13.91,5.8,1.7,pw,0,0,51,2,0.01,0.1,0.1
NC,AB,19.26,13.91,5.8,1.7,pw,0,0,51,3,0.01,0.1,2
NC,AB,16.87,12.8,5.35,1.27,pw,0,0,52,2,0.01,0.1,9
NC,AB,16.87,12.8,5.35,1.27,pw,0,0,52,3,0.01,0.1,9
NC,AB,16.87,12.8,5.35,1.27,pw,0,0,52,1,4,2,0.1
NC,AB,18.45,12.54,5.54,1.49,pw,0,0,53,1,0.01,0.1,2
NC,AB,18.45,12.54,5.54,1.49,pw,0,0,53,2,0.01,0.1,8
NC,AB,18.45,12.54,5.54,1.49,pw,0,0,53,3,0.01,0.1,9
NC,AB,18.55,12.75,5.91,1.58,pw,0,0,54,2,0.01,0.1,0.1
NC,AB,18.55,12.75,5.91,1.58,pw,0,0,54,1,0.01,0.1,2
NC,AB,18.55,12.75,5.91,1.58,pw,0,0,54,3,18,8,0.1
NC,AB,18.04,12.71,5.23,1.43,pw,0,0,55,2,0.01,0.1,0.1
NC,AB,18.04,12.71,5.23,1.43,pw,0,0,55,1,10,6,0.1
NC,AB,18.04,12.71,5.23,1.43,pw,0,0,55,3,21,9,0.1
NC,AB,20.38,14.31,6.58,2.02,pw,0,1,56,2,0.01,0.1,0.1
NC,AB,20.38,14.31,6.58,2.02,pw,0,1,56,1,21,8,0.1
NC,AB,20.38,14.31,6.58,2.02,pw,0,1,56,3,21,6,2
NC,AB,19.69,14.38,5.96,1.81,pw,0,1,57,1,24,0.1,0.1
NC,AB,19.69,14.38,5.96,1.81,pw,0,1,57,2,24,9,0.1
NC,AB,19.69,14.38,5.96,1.81,pw,0,1,57,3,29,9,8
NC,AB,20.03,14.02,6.27,2.09,pw,0,1,58,2,12,6,0.1
NC,AB,20.03,14.02,6.27,2.09,pw,0,1,58,1,20,0.1,0.1
NC,AB,20.03,14.02,6.27,2.09,pw,0,1,58,3,29,9,0.1
NC,AB,18.22,13.66,5.77,1.58,pw,0,1,59,2,27,8,6
NC,AB,18.22,13.66,5.77,1.58,pw,0,1,59,1,29,0.1,0.1
NC,AB,18.22,13.66,5.77,1.58,pw,0,1,59,3,29,9,0.1
NC,AB,16.44,11.78,5.12,1.13,pw,1,2,60,1,22,0.1,9
NC,AB,16.44,11.78,5.12,1.13,pw,1,2,60,2,26,8,9
NC,AB,16.44,11.78,5.12,1.13,pw,1,2,60,3,28,9,0.1
NC,AB,19.15,13.84,5.6,1.91,pw,0,1,61,1,12,0.1,9
NC,AB,19.15,13.84,5.6,1.91,pw,0,1,61,3,16,8,9
NC,AB,19.15,13.84,5.6,1.91,pw,0,1,61,2,17,6,2
NC,AB,20.95,15.23,6.22,2.53,pw,0,1,62,1,10,8,0.1
NC,AB,20.95,15.23,6.22,2.53,pw,0,1,62,2,22,9,6
NC,AB,20.95,15.23,6.22,2.53,pw,0,1,62,3,26,8,9
NC,AB,17.79,12.7,5.31,1.45,pw,1,2,63,2,5,2,9
NC,AB,17.79,12.7,5.31,1.45,pw,1,2,63,3,5,2,9
NC,AB,17.79,12.7,5.31,1.45,pw,1,2,63,1,13,4,9
NC,AB,17.96,12.51,5.94,1.38,pw,0,1,64,2,19,8,9
NC,AB,17.96,12.51,5.94,1.38,pw,0,1,64,1,21,9,0.1
NC,AB,17.96,12.51,5.94,1.38,pw,0,1,64,3,29,9,2
NC,AB,19.44,13.83,5.94,1.91,pw,0,1,65,1,6,2,0.1
NC,AB,19.44,13.83,5.94,1.91,pw,0,1,65,3,12,6,0.1
NC,AB,19.44,13.83,5.94,1.91,pw,0,1,65,2,18,8,9
NC,AB,20.92,14.55,6.11,2.09,pw,0,0,66,3,0.01,0.1,0.1
NC,AB,20.92,14.55,6.11,2.09,pw,0,0,66,1,0.01,0.1,9
NC,AB,20.92,14.55,6.11,2.09,pw,0,0,66,2,0.01,0.1,9
NC,AB,19.79,13.34,6.07,1.53,pw,0,0,67,2,0.01,0.1,9
NC,AB,19.79,13.34,6.07,1.53,pw,0,0,67,3,13,6,0.1
NC,AB,19.79,13.34,6.07,1.53,pw,0,0,67,1,15,6,9
NC,AB,17.45,12.99,5.59,1.33,pw,0,0,68,3,0.01,0.1,0.1
NC,AB,17.45,12.99,5.59,1.33,pw,0,0,68,2,0.01,0.1,4
NC,AB,17.45,12.99,5.59,1.33,pw,0,0,68,1,29,9,2
NC,AB,20.9,15.39,6.07,2.2,pw,0,0,69,2,0.01,0.1,0.1
NC,AB,20.9,15.39,6.07,2.2,pw,0,0,69,3,0.01,0.1,0.1
NC,AB,20.9,15.39,6.07,2.2,pw,0,0,69,1,0.01,0.1,9
NC,AB,18.69,14.07,5.71,1.71,pw,0,1,70,1,0.01,0.1,9
NC,AB,18.69,14.07,5.71,1.71,pw,0,1,70,2,14,8,8
NC,AB,18.69,14.07,5.71,1.71,pw,0,1,70,3,25,9,0.1
NC,AB,19.41,13.73,5.6,1.58,pw,1,2,71,1,21,9,0.1
NC,AB,19.41,13.73,5.6,1.58,pw,1,2,71,3,21,9,0.1
NC,AB,19.41,13.73,5.6,1.58,pw,1,2,71,2,25,8,6
NC,AB,17.37,12.66,5.19,1.24,pw,0,1,72,1,0.01,0.1,4
NC,AB,17.37,12.66,5.19,1.24,pw,0,1,72,2,12,6,6
NC,AB,17.37,12.66,5.19,1.24,pw,0,1,72,3,22,8,0.1
NC,AB,19.6,13.61,6.23,1.97,pw,0,1,73,1,22,9,0.1
NC,AB,19.6,13.61,6.23,1.97,pw,0,1,73,3,24,9,0.1
NC,AB,19.6,13.61,6.23,1.97,pw,0,1,73,2,26,9,9
NC,AB,18.53,13.89,5.72,1.67,pw,0,0,74,1,0.01,0.1,9
NC,AB,18.53,13.89,5.72,1.67,pw,0,0,74,2,28,9,0.1
NC,AB,18.53,13.89,5.72,1.67,pw,0,0,74,3,29,9,9
NC,AB,19.67,14.16,6.56,1.77,pw,0,0,75,1,0.01,0.1,9
NC,AB,19.67,14.16,6.56,1.77,pw,0,0,75,3,28,9,0.1
NC,AB,19.67,14.16,6.56,1.77,pw,0,0,75,2,29,9,0.1
NC,AB,21,14.38,5.98,2.16,pw,0,0,76,1,0.01,0.1,9
NC,AB,21,14.38,5.98,2.16,pw,0,0,76,2,26,9,0.1
NC,AB,21,14.38,5.98,2.16,pw,0,0,76,3,28,9,6
NC,AB,19.55,13.87,5.73,1.91,pw,0,0,77,1,0.01,0.1,9
NC,AB,19.55,13.87,5.73,1.91,pw,0,0,77,3,0.01,0.1,9
NC,AB,19.55,13.87,5.73,1.91,pw,0,0,77,2,24,8,9
NC,AB,19.61,13.68,5.81,1.75,pw,1,2,78,1,0.01,0.1,9
NC,AB,19.61,13.68,5.81,1.75,pw,1,2,78,2,0.01,0.1,9
NC,AB,19.61,13.68,5.81,1.75,pw,1,2,78,3,0.01,0.1,9
NC,AB,19.66,13.64,5.61,1.86,pw,0,1,79,1,0.01,0.1,9
NC,AB,19.66,13.64,5.61,1.86,pw,0,1,79,3,0.01,0.1,9
NC,AB,19.66,13.64,5.61,1.86,pw,0,1,79,2,15,9,9
NC,AB,19.75,13.22,5.54,1.91,pw,0,1,80,1,0.01,0.1,9
NC,AB,19.75,13.22,5.54,1.91,pw,0,1,80,2,18,6,0.1
NC,AB,19.75,13.22,5.54,1.91,pw,0,1,80,3,26,9,9
NC,AB,19.49,13.3,5.83,1.78,pw,0,1,81,1,0.01,0.1,9
NC,AB,19.49,13.3,5.83,1.78,pw,0,1,81,2,0.01,0.1,9
NC,AB,19.49,13.3,5.83,1.78,pw,0,1,81,3,0.01,0.1,9
NC,AB,18.61,13.34,5.69,1.76,pw,0,0,82,1,0.01,0.1,9
NC,AB,18.61,13.34,5.69,1.76,pw,0,0,82,2,0.01,0.1,9
NC,AB,18.61,13.34,5.69,1.76,pw,0,0,82,3,12,4,9
NC,AB,19.56,13.59,6.06,1.8,pw,0,0,83,1,0.01,0.1,9
NC,AB,19.56,13.59,6.06,1.8,pw,0,0,83,2,0.01,0.1,9
NC,AB,19.56,13.59,6.06,1.8,pw,0,0,83,3,0.01,0.1,9
NC,AB,19.06,13.96,6.13,1.74,pw,0,0,84,1,0.01,0.1,0.1
NC,AB,19.06,13.96,6.13,1.74,pw,0,0,84,2,0.01,8,4
NC,AB,19.06,13.96,6.13,1.74,pw,0,0,84,3,0.01,9,9
NC,AB,17.82,12.64,5.11,1.31,pw,0,0,85,1,0.01,0.1,9
NC,AB,17.82,12.64,5.11,1.31,pw,0,0,85,3,11,4,0.1
NC,AB,17.82,12.64,5.11,1.31,pw,0,0,85,2,24,9,0.1
NC,AB,18.76,13.2,5.76,1.54,pw,0,0,86,1,0.01,0.1,9
NC,AB,18.76,13.2,5.76,1.54,pw,0,0,86,2,22,8,0.1
NC,AB,18.76,13.2,5.76,1.54,pw,0,0,86,3,28,9,6
NC,AB,18.21,12.91,5.75,1.61,pw,0,0,87,2,0.01,0.1,0.1
NC,AB,18.21,12.91,5.75,1.61,pw,0,0,87,3,21,8,9
NC,AB,18.21,12.91,5.75,1.61,pw,0,0,87,1,25,9,0.1
NC,AB,18.4,13.61,5.86,1.45,pw,0,0,88,2,0.01,0.1,0.1
NC,AB,18.4,13.61,5.86,1.45,pw,0,0,88,3,21,9,9
NC,AB,18.4,13.61,5.86,1.45,pw,0,0,88,1,25,9,9
NC,AB,18.36,12.39,5.54,1.51,pw,0,0,89,1,0.01,0.1,0.1
NC,AB,18.36,12.39,5.54,1.51,pw,0,0,89,2,0.01,0.1,0.1
NC,AB,18.36,12.39,5.54,1.51,pw,0,0,89,3,27,9,4
NC,AB,17.83,12.7,5.61,1.49,pw,0,0,90,1,0.01,0.1,0.1
NC,AB,17.83,12.7,5.61,1.49,pw,0,0,90,2,0.01,0.1,0.1
NC,AB,17.83,12.7,5.61,1.49,pw,0,0,90,3,0.01,0.1,2
NC,AB,18.77,13.4,5.26,1.75,pw,1,2,91,1,0.01,0.1,0.1
NC,AB,18.77,13.4,5.26,1.75,pw,1,2,91,2,0.01,0.1,0.1
NC,AB,18.77,13.4,5.26,1.75,pw,1,2,91,3,0.01,0.1,9
NC,AB,18.58,13.3,5.97,1.65,pw,0,1,92,1,0.01,0.1,0.1
NC,AB,18.58,13.3,5.97,1.65,pw,0,1,92,2,0.01,0.1,0.1
NC,AB,18.58,13.3,5.97,1.65,pw,0,1,92,3,4,6,9
NC,AB,17.37,12.7,5.62,1.22,pw,0,1,93,1,0.01,0.1,0.1
NC,AB,17.37,12.7,5.62,1.22,pw,0,1,93,2,0.01,0.1,9
NC,AB,17.37,12.7,5.62,1.22,pw,0,1,93,3,0.01,0.1,9
NC,AB,19.22,13.8,6.18,1.69,pw,0,1,94,1,0.01,0.1,0.1
NC,AB,19.22,13.8,6.18,1.69,pw,0,1,94,2,0.01,0.1,0.1
NC,AB,19.22,13.8,6.18,1.69,pw,0,1,94,3,10,4,9
NC,AB,19.26,13.9,5.95,1.59,pw,0,0,95,1,21,8,9
NC,AB,19.26,13.9,5.95,1.59,pw,0,0,95,3,27,9,0.1
NC,AB,19.26,13.9,5.95,1.59,pw,0,0,95,2,27,9,4
NC,AB,19.91,13.54,5.9,1.88,pw,0,0,96,2,0.01,0.1,6
NC,AB,19.91,13.54,5.9,1.88,pw,0,0,96,1,0.01,0.1,9
NC,AB,19.91,13.54,5.9,1.88,pw,0,0,96,3,22,9,0.1
NC,AB,19.48,13.65,6.03,1.54,pw,0,0,97,1,0.01,0.1,9
NC,AB,19.48,13.65,6.03,1.54,pw,0,0,97,2,0.01,0.1,9
NC,AB,19.48,13.65,6.03,1.54,pw,0,0,97,3,25,9,0.1
NC,AB,18.74,13.63,5.54,1.7,pw,0,0,98,1,0.01,0.1,0.1
NC,AB,18.74,13.63,5.54,1.7,pw,0,0,98,2,0.01,0.1,9
